country,Location_Coordinates,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita
Singapore,"1.2930000000000001, 103.8558",2001,female,55-74,20,207900,9.62,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,female,35-54,44,566000,7.77,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,female,15-24,16,209200,7.65,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,female,25-34,21,283700,7.4,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,male,15-24,3,258300,1.16,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,female,15-24,2,242800,0.82,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2002,male,75,19,37200,51.08,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,75,19,53600,35.45,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,male,55-74,33,206500,15.98,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,male,35-54,87,582400,14.94,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,male,25-34,38,265900,14.29,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,15-24,20,209600,9.54,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,35-54,52,576200,9.02,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,55-74,18,220400,8.17,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,25-34,20,286100,6.99,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,male,15-24,15,216400,6.93,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,female,15-24,0,247700,0,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2002,male,15-24,0,263200,0,91941192896,29048
Singapore,"1.2930000000000001, 103.8558",2003,male,75,22,39400,55.84,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,75,16,57000,28.07,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,male,55-74,39,218800,17.82,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,male,25-34,38,263800,14.4,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,male,35-54,76,592400,12.83,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,55-74,26,232800,11.17,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,male,15-24,24,221500,10.84,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,35-54,42,586600,7.16,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,25-34,20,286600,6.98,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,15-24,13,214300,6.07,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,female,15-24,2,248900,0.8,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2003,male,15-24,2,264100,0.76,97001377569,30067
Singapore,"1.2930000000000001, 103.8558",2004,male,75,24,42100,57.01,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,75,14,60900,22.99,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,male,55-74,46,231800,19.84,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,male,35-54,87,598400,14.54,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,55-74,32,246500,12.98,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,male,25-34,34,263100,12.92,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,35-54,52,597700,8.7,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,25-34,18,287900,6.25,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,male,15-24,13,228400,5.69,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,15-24,10,220500,4.54,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,female,15-24,4,243800,1.64,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2004,male,15-24,1,260300,0.38,114000000000,34799
Singapore,"1.2930000000000001, 103.8558",2005,male,75,32,44200,72.4,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,male,55-74,56,245000,22.86,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,75,11,64200,17.13,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,male,35-54,99,605700,16.34,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,male,25-34,37,265600,13.93,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,55-74,27,259500,10.4,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,35-54,50,604300,8.27,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,male,15-24,16,233900,6.84,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,15-24,13,225500,5.76,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,25-34,15,289600,5.18,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,female,15-24,3,244900,1.22,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2005,male,15-24,0,260000,0,127000000000,38122
Singapore,"1.2930000000000001, 103.8558",2006,male,75,14,46700,29.98,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,75,19,67600,28.11,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,male,55-74,58,258800,22.41,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,male,35-54,118,615500,19.17,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,55-74,39,273400,14.26,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,male,25-34,25,267200,9.36,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,35-54,55,616100,8.93,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,25-34,24,292800,8.2,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,male,15-24,15,240400,6.24,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,15-24,3,231800,1.29,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,female,15-24,1,243400,0.41,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2006,male,15-24,1,258200,0.39,148000000000,43318
Singapore,"1.2930000000000001, 103.8558",2007,male,75,27,45000,60,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,75,17,68300,24.89,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,male,55-74,41,267000,15.36,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,55-74,40,281800,14.19,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,male,35-54,77,609000,12.64,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,male,25-34,28,263500,10.63,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,male,15-24,24,242200,9.91,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,35-54,46,608800,7.56,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,25-34,18,285500,6.3,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,15-24,10,233600,4.28,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,female,15-24,0,235100,0,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2007,male,15-24,0,249800,0,180000000000,53098
Singapore,"1.2930000000000001, 103.8558",2008,male,75,28,47500,58.95,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,75,13,71800,18.11,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,male,55-74,49,282300,17.36,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,male,35-54,93,615400,15.11,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,male,25-34,27,265900,10.15,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,55-74,29,296800,9.77,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,35-54,45,616400,7.3,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,25-34,14,287100,4.88,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,15-24,11,240800,4.57,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,male,15-24,9,247500,3.64,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,male,15-24,1,245300,0.41,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2008,female,15-24,0,232100,0,192000000000,55735
Singapore,"1.2930000000000001, 103.8558",2009,male,75,22,50400,43.65,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,75,18,75900,23.72,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,male,55-74,50,299900,16.67,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,male,35-54,99,623400,15.88,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,male,25-34,41,274700,14.93,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,55-74,33,313500,10.53,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,male,15-24,21,254400,8.25,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,35-54,40,626800,6.38,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,15-24,11,250100,4.4,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,25-34,9,296900,3.03,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,female,15-24,3,228900,1.31,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2009,male,15-24,2,241200,0.83,192000000000,54413
Singapore,"1.2930000000000001, 103.8558",2010,male,75,27,53300,50.66,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,male,55-74,48,315800,15.2,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,male,35-54,94,625200,15.04,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,75,12,80900,14.83,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,55-74,28,329000,8.51,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,male,25-34,20,274300,7.29,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,35-54,34,630600,5.39,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,15-24,13,252900,5.14,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,25-34,12,296900,4.04,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,male,15-24,7,257900,2.71,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,male,15-24,1,235500,0.42,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2010,female,15-24,0,224500,0,236000000000,66099
Singapore,"1.2930000000000001, 103.8558",2011,male,75,18,55900,32.2,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,male,55-74,68,333700,20.38,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,75,12,84300,14.23,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,male,35-54,81,623200,13,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,55-74,42,347600,12.08,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,male,25-34,18,269000,6.69,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,35-54,35,631700,5.54,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,15-24,14,255000,5.49,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,male,15-24,12,260800,4.6,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,25-34,8,291100,2.75,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,female,15-24,0,219200,0,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2011,male,15-24,0,229400,0,276000000000,76638
Singapore,"1.2930000000000001, 103.8558",2012,male,75,21,58300,36.02,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,male,55-74,91,352500,25.82,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,75,15,87100,17.22,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,male,35-54,89,621200,14.33,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,35-54,66,632900,10.43,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,55-74,35,366600,9.55,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,male,25-34,22,263800,8.34,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,male,15-24,19,264800,7.18,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,15-24,17,258600,6.57,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,25-34,15,286200,5.24,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,female,15-24,1,214900,0.47,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2012,male,15-24,1,224700,0.45,291000000000,80040
Singapore,"1.2930000000000001, 103.8558",2013,male,75,25,61658,40.55,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,male,55-74,84,370242,22.69,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,75,14,91216,15.35,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,male,35-54,77,616200,12.5,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,male,15-24,30,264023,11.36,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,male,25-34,29,265275,10.93,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,55-74,30,384544,7.8,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,35-54,40,631208,6.34,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,15-24,15,257932,5.82,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,25-34,13,287210,4.53,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,female,15-24,0,211362,0,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2013,male,15-24,0,220586,0,304000000000,83151
Singapore,"1.2930000000000001, 103.8558",2014,male,75,29,66198,43.81,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,male,55-74,97,387256,25.05,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,male,35-54,73,611207,11.94,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,male,25-34,30,268258,11.18,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,75,10,97390,10.27,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,55-74,34,400651,8.49,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,male,15-24,20,259416,7.71,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,35-54,46,630881,7.29,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,25-34,9,289688,3.11,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,15-24,5,251839,1.99,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,female,15-24,1,209039,0.48,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2014,male,15-24,1,217547,0.46,312000000000,84442
Singapore,"1.2930000000000001, 103.8558",2015,male,75,15,71060,21.11,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,male,55-74,73,403996,18.07,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,male,35-54,79,606327,13.03,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,75,13,103599,12.55,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,male,25-34,30,270351,11.1,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,male,15-24,19,257780,7.37,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,55-74,28,416616,6.72,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,25-34,18,291298,6.18,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,15-24,15,249249,6.02,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,35-54,36,629999,5.71,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,male,15-24,2,213262,0.94,304000000000,81766
Singapore,"1.2930000000000001, 103.8558",2015,female,15-24,1,205578,0.49,304000000000,81766
Australia,"-33.92, 151.1852",1985,male,75,67,219000,30.59,180000000000,12374
Australia,"-33.92, 151.1852",1985,male,25-34,357,1299100,27.48,180000000000,12374
Australia,"-33.92, 151.1852",1985,male,55-74,282,1177400,23.95,180000000000,12374
Australia,"-33.92, 151.1852",1985,male,15-24,315,1355800,23.23,180000000000,12374
Australia,"-33.92, 151.1852",1985,male,35-54,411,1906800,21.55,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,75,36,382900,9.4,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,55-74,109,1286900,8.47,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,35-54,143,1832700,7.8,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,15-24,69,1304000,5.29,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,25-34,64,1275900,5.02,180000000000,12374
Australia,"-33.92, 151.1852",1985,female,15-24,4,1231400,0.32,180000000000,12374
Australia,"-33.92, 151.1852",1985,male,15-24,4,1290600,0.31,180000000000,12374
Australia,"-33.92, 151.1852",1986,male,75,89,233700,38.08,182000000000,12288
Australia,"-33.92, 151.1852",1986,male,25-34,367,1317500,27.86,182000000000,12288
Australia,"-33.92, 151.1852",1986,male,55-74,324,1211800,26.74,182000000000,12288
Australia,"-33.92, 151.1852",1986,male,35-54,487,1972000,24.7,182000000000,12288
Australia,"-33.92, 151.1852",1986,male,15-24,296,1369000,21.62,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,35-54,169,1888100,8.95,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,55-74,105,1306500,8.04,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,25-34,88,1300200,6.77,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,15-24,77,1315000,5.86,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,75,23,405000,5.68,182000000000,12288
Australia,"-33.92, 151.1852",1986,male,15-24,18,1277100,1.41,182000000000,12288
Australia,"-33.92, 151.1852",1986,female,15-24,1,1213900,0.08,182000000000,12288
Australia,"-33.92, 151.1852",1987,male,75,111,244800,45.34,189000000000,12564
Australia,"-33.92, 151.1852",1987,male,25-34,374,1345900,27.79,189000000000,12564
Australia,"-33.92, 151.1852",1987,male,35-54,554,2031000,27.28,189000000000,12564
Australia,"-33.92, 151.1852",1987,male,55-74,328,1227000,26.73,189000000000,12564
