country,Location_Coordinates,year,sex,age,suicides_no,population,suicides_pop,gdp_for_year,gdp_per_capita
Canada,"43.7, -79.42",2004,female,25-34,114,2169563,5.25,1020000000000,33787
Canada,"43.7, -79.42",2004,female,15-24,101,2124167,4.75,1020000000000,33787
Canada,"43.7, -79.42",2004,female,75,44,1183549,3.72,1020000000000,33787
Canada,"43.7, -79.42",2004,male,15-24,17,2069874,0.82,1020000000000,33787
Canada,"43.7, -79.42",2004,female,15-24,11,1971134,0.56,1020000000000,33787
Canada,"43.7, -79.42",2005,male,35-54,1341,5018957,26.72,1170000000000,38218
Canada,"43.7, -79.42",2005,male,75,165,772032,21.37,1170000000000,38218
Canada,"43.7, -79.42",2005,male,55-74,539,2802901,19.23,1170000000000,38218
Canada,"43.7, -79.42",2005,male,25-34,415,2236320,18.56,1170000000000,38218
Canada,"43.7, -79.42",2005,male,15-24,378,2249377,16.8,1170000000000,38218
Canada,"43.7, -79.42",2005,female,35-54,418,5018764,8.33,1170000000000,38218
Canada,"43.7, -79.42",2005,female,15-24,131,2144094,6.11,1170000000000,38218
Canada,"43.7, -79.42",2005,female,55-74,158,2961910,5.33,1170000000000,38218
Canada,"43.7, -79.42",2005,female,75,58,1211769,4.79,1170000000000,38218
Canada,"43.7, -79.42",2005,female,25-34,96,2188897,4.39,1170000000000,38218
Canada,"43.7, -79.42",2005,female,15-24,25,1947297,1.28,1170000000000,38218
Canada,"43.7, -79.42",2005,male,15-24,19,2044772,0.93,1170000000000,38218
Canada,"43.7, -79.42",2006,male,35-54,1202,5050497,23.8,1320000000000,42566
Canada,"43.7, -79.42",2006,male,75,188,806380,23.31,1320000000000,42566
Canada,"43.7, -79.42",2006,male,55-74,599,2910932,20.58,1320000000000,42566
Canada,"43.7, -79.42",2006,male,25-34,362,2220384,16.3,1320000000000,42566
Canada,"43.7, -79.42",2006,male,15-24,331,2288073,14.47,1320000000000,42566
Canada,"43.7, -79.42",2006,female,35-54,362,5021174,7.21,1320000000000,42566
Canada,"43.7, -79.42",2006,female,55-74,187,3071300,6.09,1320000000000,42566
Canada,"43.7, -79.42",2006,female,25-34,118,2177957,5.42,1320000000000,42566
Canada,"43.7, -79.42",2006,female,15-24,86,2179623,3.95,1320000000000,42566
Canada,"43.7, -79.42",2006,female,75,46,1241475,3.71,1320000000000,42566
Canada,"43.7, -79.42",2006,female,15-24,18,1920311,0.94,1320000000000,42566
Canada,"43.7, -79.42",2006,male,15-24,13,2014856,0.65,1320000000000,42566
Canada,"43.7, -79.42",2007,male,35-54,1224,5064536,24.17,1460000000000,46890
Canada,"43.7, -79.42",2007,male,75,183,837259,21.86,1460000000000,46890
Canada,"43.7, -79.42",2007,male,25-34,404,2250433,17.95,1460000000000,46890
Canada,"43.7, -79.42",2007,male,55-74,539,3006062,17.93,1460000000000,46890
Canada,"43.7, -79.42",2007,male,15-24,359,2318148,15.49,1460000000000,46890
Canada,"43.7, -79.42",2007,female,35-54,400,5030803,7.95,1460000000000,46890
Canada,"43.7, -79.42",2007,female,55-74,188,3170541,5.93,1460000000000,46890
Canada,"43.7, -79.42",2007,female,15-24,116,2206555,5.26,1460000000000,46890
Canada,"43.7, -79.42",2007,female,25-34,113,2212210,5.11,1460000000000,46890
Canada,"43.7, -79.42",2007,female,75,52,1269438,4.1,1460000000000,46890
Canada,"43.7, -79.42",2007,male,15-24,18,1986129,0.91,1460000000000,46890
Canada,"43.7, -79.42",2007,female,15-24,15,1890517,0.79,1460000000000,46890
Canada,"43.7, -79.42",2008,male,35-54,1241,5076969,24.44,1550000000000,49041
Canada,"43.7, -79.42",2008,male,75,192,866435,22.16,1550000000000,49041
Canada,"43.7, -79.42",2008,male,55-74,589,3107189,18.96,1550000000000,49041
Canada,"43.7, -79.42",2008,male,25-34,395,2286010,17.28,1550000000000,49041
Canada,"43.7, -79.42",2008,male,15-24,344,2341539,14.69,1550000000000,49041
Canada,"43.7, -79.42",2008,female,35-54,413,5038500,8.2,1550000000000,49041
Canada,"43.7, -79.42",2008,female,55-74,231,3276332,7.05,1550000000000,49041
Canada,"43.7, -79.42",2008,female,15-24,119,2227003,5.34,1550000000000,49041
Canada,"43.7, -79.42",2008,female,25-34,118,2251723,5.24,1550000000000,49041
Canada,"43.7, -79.42",2008,female,75,38,1296269,2.93,1550000000000,49041
Canada,"43.7, -79.42",2008,male,15-24,16,1959155,0.82,1550000000000,49041
Canada,"43.7, -79.42",2008,female,15-24,9,1861517,0.48,1550000000000,49041
Canada,"43.7, -79.42",2009,male,35-54,1328,5085328,26.11,1370000000000,42933
Canada,"43.7, -79.42",2009,male,55-74,680,3216246,21.14,1370000000000,42933
Canada,"43.7, -79.42",2009,male,75,182,893202,20.38,1370000000000,42933
Canada,"43.7, -79.42",2009,male,25-34,437,2325144,18.79,1370000000000,42933
Canada,"43.7, -79.42",2009,male,15-24,349,2355316,14.82,1370000000000,42933
Canada,"43.7, -79.42",2009,female,35-54,402,5043261,7.97,1370000000000,42933
Canada,"43.7, -79.42",2009,female,15-24,130,2238546,5.81,1370000000000,42933
Canada,"43.7, -79.42",2009,female,55-74,192,3389717,5.66,1370000000000,42933
Canada,"43.7, -79.42",2009,female,25-34,119,2293665,5.19,1370000000000,42933
Canada,"43.7, -79.42",2009,female,75,46,1322098,3.48,1370000000000,42933
Canada,"43.7, -79.42",2009,male,15-24,13,1937420,0.67,1370000000000,42933
Canada,"43.7, -79.42",2009,female,15-24,12,1837414,0.65,1370000000000,42933
Canada,"43.7, -79.42",2010,male,35-54,1292,5088099,25.39,1610000000000,49974
Canada,"43.7, -79.42",2010,male,75,200,917671,21.79,1610000000000,49974
Canada,"43.7, -79.42",2010,male,55-74,690,3333897,20.7,1610000000000,49974
Canada,"43.7, -79.42",2010,male,25-34,409,2366854,17.28,1610000000000,49974
Canada,"43.7, -79.42",2010,male,15-24,371,2357806,15.73,1610000000000,49974
Canada,"43.7, -79.42",2010,female,35-54,402,5044926,7.97,1610000000000,49974
Canada,"43.7, -79.42",2010,female,55-74,237,3510692,6.75,1610000000000,49974
Canada,"43.7, -79.42",2010,female,25-34,154,2335884,6.59,1610000000000,49974
Canada,"43.7, -79.42",2010,female,15-24,115,2239759,5.13,1610000000000,49974
Canada,"43.7, -79.42",2010,female,75,49,1347679,3.64,1610000000000,49974
Canada,"43.7, -79.42",2010,male,15-24,19,1922599,0.99,1610000000000,49974
Canada,"43.7, -79.42",2010,female,15-24,13,1820274,0.71,1610000000000,49974
Canada,"43.7, -79.42",2011,male,35-54,1127,5074280,22.21,1790000000000,54841
Canada,"43.7, -79.42",2011,male,55-74,683,3455517,19.77,1790000000000,54841
Canada,"43.7, -79.42",2011,male,75,184,943428,19.5,1790000000000,54841
Canada,"43.7, -79.42",2011,male,25-34,410,2400784,17.08,1790000000000,54841
Canada,"43.7, -79.42",2011,male,15-24,364,2356694,15.45,1790000000000,54841
Canada,"43.7, -79.42",2011,female,35-54,390,5032043,7.75,1790000000000,54841
Canada,"43.7, -79.42",2011,female,15-24,135,2248192,6,1790000000000,54841
Canada,"43.7, -79.42",2011,female,55-74,215,3629587,5.92,1790000000000,54841
Canada,"43.7, -79.42",2011,female,25-34,134,2370185,5.65,1790000000000,54841
Canada,"43.7, -79.42",2011,female,75,55,1368680,4.02,1790000000000,54841
Canada,"43.7, -79.42",2011,female,15-24,18,1815461,0.99,1790000000000,54841
Canada,"43.7, -79.42",2011,male,15-24,13,1920567,0.68,1790000000000,54841
Canada,"43.7, -79.42",2012,male,35-54,1205,5056024,23.83,1820000000000,55347
Canada,"43.7, -79.42",2012,male,55-74,770,3586361,21.47,1820000000000,55347
Canada,"43.7, -79.42",2012,male,75,180,967342,18.61,1820000000000,55347
Canada,"43.7, -79.42",2012,male,25-34,419,2431632,17.23,1820000000000,55347
Canada,"43.7, -79.42",2012,male,15-24,381,2358461,16.15,1820000000000,55347
Canada,"43.7, -79.42",2012,female,35-54,385,5018897,7.67,1820000000000,55347
Canada,"43.7, -79.42",2012,female,55-74,241,3756013,6.42,1820000000000,55347
Canada,"43.7, -79.42",2012,female,15-24,137,2255895,6.07,1820000000000,55347
Canada,"43.7, -79.42",2012,female,25-34,129,2403433,5.37,1820000000000,55347
Canada,"43.7, -79.42",2012,female,75,45,1389078,3.24,1820000000000,55347
Canada,"43.7, -79.42",2012,female,15-24,17,1816079,0.94,1820000000000,55347
Canada,"43.7, -79.42",2012,male,15-24,17,1921981,0.88,1820000000000,55347
Canada,"43.7, -79.42",2013,male,35-54,1244,5032714,24.72,1840000000000,55310
Canada,"43.7, -79.42",2013,male,75,231,991048,23.31,1840000000000,55310
Canada,"43.7, -79.42",2013,male,55-74,812,3724622,21.8,1840000000000,55310
Canada,"43.7, -79.42",2013,male,25-34,439,2456335,17.87,1840000000000,55310
Canada,"43.7, -79.42",2013,male,15-24,300,2362807,12.7,1840000000000,55310
Canada,"43.7, -79.42",2013,female,35-54,400,5003771,7.99,1840000000000,55310
Canada,"43.7, -79.42",2013,female,55-74,255,3887315,6.56,1840000000000,55310
Canada,"43.7, -79.42",2013,female,15-24,138,2261173,6.1,1840000000000,55310
Canada,"43.7, -79.42",2013,female,25-34,135,2433660,5.55,1840000000000,55310
Canada,"43.7, -79.42",2013,female,75,65,1410630,4.61,1840000000000,55310
Canada,"43.7, -79.42",2013,female,15-24,20,1823010,1.1,1840000000000,55310
Canada,"43.7, -79.42",2013,male,15-24,15,1927751,0.78,1840000000000,55310
Singapore,"1.2930000000000001, 103.8558",1985,male,75,23,15900,144.65,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,75,19,24500,77.55,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,male,55-74,39,122400,31.86,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,55-74,25,125100,19.98,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,male,25-34,52,280500,18.54,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,male,35-54,49,292500,16.75,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,25-34,35,266700,13.12,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,male,15-24,27,268000,10.07,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,15-24,25,253400,9.87,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,35-54,27,285200,9.47,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,female,15-24,3,200400,1.5,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1985,male,15-24,0,215900,0,19138296376,8142
Singapore,"1.2930000000000001, 103.8558",1986,female,75,30,26000,115.38,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,75,14,17200,81.4,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,55-74,44,125800,34.98,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,35-54,54,304500,17.73,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,25-34,46,288100,15.97,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,female,55-74,20,128500,15.56,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,female,25-34,35,273000,12.82,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,15-24,31,260000,11.92,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,female,35-54,34,297800,11.42,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,female,15-24,16,246400,6.49,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,male,15-24,2,213700,0.94,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1986,female,15-24,0,198300,0,18569292305,7805
Singapore,"1.2930000000000001, 103.8558",1987,male,75,17,18300,92.9,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,75,16,27700,57.76,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,male,55-74,42,128900,32.58,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,55-74,29,132300,21.92,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,male,25-34,48,293500,16.35,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,male,35-54,43,318100,13.52,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,25-34,36,277400,12.98,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,35-54,33,311000,10.61,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,male,15-24,21,253600,8.28,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,15-24,16,240100,6.66,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,female,15-24,0,195600,0,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1987,male,15-24,0,211300,0,20897630201,8679
Singapore,"1.2930000000000001, 103.8558",1988,male,75,30,21600,138.89,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,75,27,31800,84.91,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,male,55-74,43,131400,32.72,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,male,35-54,63,319100,19.74,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,male,25-34,52,288000,18.06,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,55-74,23,136200,16.89,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,male,15-24,31,241600,12.83,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,25-34,33,277100,11.91,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,15-24,25,229800,10.88,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,35-54,34,314300,10.82,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,female,15-24,4,193900,2.06,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1988,male,15-24,1,208600,0.48,25337226971,10586
Singapore,"1.2930000000000001, 103.8558",1989,male,75,25,22800,109.65,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,75,33,33500,98.51,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,male,55-74,41,135300,30.3,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,55-74,33,141000,23.4,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,male,35-54,65,336500,19.32,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,male,25-34,50,290700,17.2,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,15-24,35,224700,15.58,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,25-34,38,280700,13.54,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,male,15-24,32,236800,13.51,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,35-54,40,329800,12.13,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,male,15-24,2,207000,0.97,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1989,female,15-24,0,192300,0,30423573842,12514
Singapore,"1.2930000000000001, 103.8558",1990,male,75,19,24100,78.84,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,75,23,35400,64.97,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,male,55-74,39,140900,27.68,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,55-74,27,147100,18.35,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,male,35-54,63,359200,17.54,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,male,25-34,47,299900,15.67,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,25-34,43,289400,14.86,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,male,15-24,31,236800,13.09,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,35-54,42,349400,12.02,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,15-24,17,225500,7.54,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,male,15-24,2,209400,0.96,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1990,female,15-24,1,194700,0.51,36152027893,14393
Singapore,"1.2930000000000001, 103.8558",1991,male,75,16,25000,64,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,75,21,36700,57.22,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,male,55-74,38,144300,26.33,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,55-74,25,150800,16.58,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,male,25-34,44,301200,14.61,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,male,35-54,54,379500,14.23,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,male,15-24,25,231300,10.81,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,25-34,28,292600,9.57,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,15-24,16,221500,7.22,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,35-54,25,369500,6.77,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,female,15-24,4,195900,2.04,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1991,male,15-24,0,211000,0,45474442836,17768
Singapore,"1.2930000000000001, 103.8558",1992,male,75,15,26000,57.69,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,75,20,38200,52.36,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,male,55-74,26,147100,17.68,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,55-74,27,153300,17.61,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,male,25-34,43,299300,14.37,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,male,35-54,53,400800,13.22,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,25-34,28,293200,9.55,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,male,15-24,21,228100,9.21,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,35-54,32,391200,8.18,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,15-24,9,220000,4.09,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,male,15-24,2,211000,0.95,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1992,female,15-24,1,195800,0.51,52156414979,20029
Singapore,"1.2930000000000001, 103.8558",1993,male,75,26,26800,97.01,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,75,20,39500,50.63,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,male,55-74,31,151200,20.5,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,male,35-54,56,420500,13.32,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,55-74,21,157900,13.3,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,male,25-34,36,296600,12.14,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,male,15-24,19,224300,8.47,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,35-54,28,411300,6.81,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,25-34,19,292900,6.49,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,15-24,13,217700,5.97,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,female,15-24,1,200800,0.5,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1993,male,15-24,0,216300,0,60644572348,22835
Singapore,"1.2930000000000001, 103.8558",1994,male,75,24,27500,87.27,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,75,23,40500,56.79,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,male,55-74,37,157700,23.46,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,55-74,26,165300,15.73,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,male,35-54,69,439100,15.71,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,male,25-34,35,291200,12.02,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,male,15-24,24,222900,10.77,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,35-54,39,429400,9.08,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,15-24,19,216300,8.78,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,25-34,17,291500,5.83,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,female,15-24,2,207500,0.96,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1994,male,15-24,1,223300,0.45,73777792327,27202
Singapore,"1.2930000000000001, 103.8558",1995,male,75,32,28200,113.48,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,75,24,41800,57.42,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,male,55-74,46,164600,27.95,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,male,35-54,92,457000,20.13,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,55-74,28,172900,16.19,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,35-54,50,447500,11.17,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,male,25-34,31,286200,10.83,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,male,15-24,23,221900,10.37,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,15-24,16,215400,7.43,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,25-34,20,289600,6.91,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,male,15-24,2,228000,0.88,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1995,female,15-24,0,212200,0,87890009877,31783
Singapore,"1.2930000000000001, 103.8558",1996,male,75,26,28800,90.28,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,75,21,42600,49.3,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,male,55-74,21,171300,12.26,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,male,25-34,34,283600,11.99,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,male,35-54,50,475400,10.52,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,55-74,19,180800,10.51,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,male,15-24,20,220500,9.07,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,25-34,17,289000,5.88,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,35-54,21,465900,4.51,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,15-24,6,213600,2.81,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,female,15-24,3,217600,1.38,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1996,male,15-24,1,234000,0.43,96403758865,34148
Singapore,"1.2930000000000001, 103.8558",1997,male,75,24,29500,81.36,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,75,15,43700,34.32,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,male,55-74,36,176100,20.44,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,male,25-34,44,282000,15.6,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,male,35-54,74,495200,14.94,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,25-34,29,289500,10.02,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,55-74,18,186200,9.67,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,35-54,34,485900,7,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,male,15-24,15,218600,6.86,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,15-24,10,211600,4.73,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,male,15-24,3,238600,1.26,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1997,female,15-24,1,223100,0.45,100000000000,34779
Singapore,"1.2930000000000001, 103.8558",1998,male,75,20,30200,66.23,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,75,20,45000,44.44,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,male,55-74,45,180700,24.9,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,55-74,35,191000,18.32,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,male,25-34,41,281300,14.58,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,male,35-54,69,515800,13.38,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,male,15-24,22,216100,10.18,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,25-34,24,291400,8.24,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,15-24,15,209400,7.16,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,35-54,34,507300,6.7,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,male,15-24,3,243800,1.23,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1998,female,15-24,0,228200,0,85707636233,29150
Singapore,"1.2930000000000001, 103.8558",1999,male,75,21,31400,66.88,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,male,55-74,43,186300,23.08,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,75,8,46100,17.35,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,male,35-54,75,535500,14.01,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,male,25-34,31,277300,11.18,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,55-74,16,197700,8.09,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,35-54,39,527100,7.4,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,male,15-24,15,214200,7,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,25-34,16,289800,5.52,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,15-24,8,207400,3.86,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,female,15-24,3,234400,1.28,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",1999,male,15-24,2,249900,0.8,86283126844,28789
Singapore,"1.2930000000000001, 103.8558",2000,male,75,16,32600,49.08,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,male,55-74,48,189200,25.37,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,75,11,47400,23.21,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,male,35-54,87,555800,15.65,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,male,25-34,34,271100,12.54,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,35-54,44,548100,8.03,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,55-74,16,201600,7.94,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,15-24,16,208300,7.68,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,male,15-24,14,215200,6.51,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,25-34,17,286400,5.94,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,male,15-24,5,253800,1.97,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2000,female,15-24,1,238100,0.42,95833932715,31446
Singapore,"1.2930000000000001, 103.8558",2001,male,75,18,34800,51.72,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,female,75,12,50200,23.9,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,male,55-74,40,194800,20.53,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,male,25-34,43,265800,16.18,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,male,35-54,65,573200,11.34,89286208629,28774
Singapore,"1.2930000000000001, 103.8558",2001,male,15-24,21,216300,9.71,89286208629,28774
