lat,lng,country
24.9439,121.2161,Taiwan
13.4833,-88.1833,El Salvador
31.583,64.36,Afghanistan
41.84,59.965,Turkmenistan
-19.4496,-44.25,Brazil
14.04,35.38,Sudan
37.6004,-0.98,Spain
19.8204,85.9,India
41.7638,-88.2901,United States
10.38,78,India
22.0257,88.0583,India
-10.1996,31.1799,Zambia
6.7804,79.88,Sri Lanka
32.7604,12.72,Libya
16.6171,-7.25,Mauritania
28.264,83.972,Nepal
24.8333,121.0119,Taiwan
-30.8996,-55.56,Uruguay
45.7004,9.67,Italy
35.9302,64.7701,Afghanistan
29.6808,-82.3455,United States
46.5784,26.9196,Romania
34.2204,-4.02,Morocco
1.8504,102.9333,Malaysia
52.03,47.8,Russia
45.0004,41.13,Russia
31.4604,30.39,Egypt
49.7743,30.1309,Ukraine
52.17,-106.67,Canada
37.85,27.85,Turkey
28.65,121.25,China
28.4104,77.8484,India
42.975,144.3747,Japan
25.7854,87.48,India
-3.4135,114.8365,Indonesia
3.26,19.77,Congo (Kinshasa)
19.82,105.8,Vietnam
-5.2496,14.86,Congo (Kinshasa)
35.6504,138.5833,Japan
20.5704,-101.2,Mexico
-35.455,-71.67,Chile
14.7504,78.57,India
8.8903,-64.26,Venezuela
28.45,77.02,India
21.3004,76.13,India
34.251,132.5656,Japan
9.87,-83.93,Costa Rica
10.9604,-63.85,Venezuela
49.2504,4.03,France
47.0418,-122.8959,United States
51.5004,46.12,Russia
27.0577,-82.1976,United States
42.5146,27.4746,Bulgaria
23.3004,72.6399,India
41.5507,69.6807,Uzbekistan
37.4504,138.86,Japan
11.42,-69.68,Venezuela
13.2804,-16.6599,"Gambia, The"
64.57,39.83,Russia
29.3375,47.6581,Kuwait
38.4109,-82.4344,United States
28.905,-81.2136,United States
10.2859,15.3872,Chad
32.6869,-97.0209,United States
-20.1495,-44.9,Brazil
36.6881,-121.6316,United States
3.3,117.633,Indonesia
16.2004,81.18,India
51.7704,-1.25,United Kingdom
22.3189,-97.8361,Mexico
20.3795,-76.6433,Cuba
55.7204,21.1199,Lithuania
43.3505,128.22,China
12.59,-16.29,Senegal
41.5583,-73.0361,United States
7.09,-73.85,Colombia
55.175,59.65,Russia
2.0337,102.5666,Malaysia
38.887,-94.687,United States
14.5575,44.3875,Yemen
9.32,-70.62,Venezuela
13.102,-59.6165,Barbados
28.81,76.125,India
52.6304,1.3,United Kingdom
8.9495,125.5436,Philippines
49.1838,-0.35,France
-20.8789,55.4481,Reunion
28.3006,70.1302,Pakistan
24.14,-110.32,Mexico
21.1382,105.505,Vietnam
57.1704,-2.08,United Kingdom
53.17,48.48,Russia
17.4833,106.6,Vietnam
-7,23.44,Congo (Kinshasa)
-14.44,28.45,Zambia
-17.88,36.89,Mozambique
51.8986,-8.4958,Ireland
9.34,2.62,Benin
-28.47,-65.78,Argentina
15.5204,78.48,India
31.5597,-97.1883,United States
47.48,-0.53,France
35.9404,0.09,Algeria
42.1168,-80.0733,United States
-33.6996,18.96,South Africa
-32.0495,-52.12,Brazil
46.2504,20.15,Hungary
-9.75,-36.67,Brazil
0.793,127.363,Indonesia
53.062,158.623,Russia
40.6723,129.2027,"Korea, North"
20.6771,-105.245,Mexico
36.1324,-5.3781,Gibraltar
-20.85,-41.13,Brazil
22.4175,-83.6981,Cuba
41.1454,126.2958,"Korea, North"
53.8,20.48,Poland
16.75,-92.6334,Mexico
22.1444,-80.4403,Cuba
16.6805,33.42,Sudan
46.0804,18.22,Hungary
41.9667,-91.6782,United States
36.5166,-4.8833,Spain
-7.6346,111.515,Indonesia
11.7704,34.35,Sudan
-18.5,-70.29,Chile
39.6401,-77.7217,United States
0.0722,42.7506,Somalia
33.3881,-111.9318,United States
39.42,29.93,Turkey
4.0904,30.68,South Sudan
49.9825,8.2732,Germany
43.8537,25.9733,Bulgaria
35.3804,1.32,Algeria
-21.4333,47.0833,Madagascar
48.7194,37.5344,Ukraine
42.25,42.73,Georgia
15.4838,120.5834,Philippines
11.13,39.63,Ethiopia
40.52,34.95,Turkey
-19.45,29.82,Zimbabwe
41.54,2.45,Spain
34.9437,-81.9257,United States
-0.98,-80.73,Ecuador
21.02,75.83,India
30.592,30.9,Egypt
36.5696,-87.3428,United States
47.1127,51.92,Kazakhstan
-3.7857,119.6522,Indonesia
56.4205,61.935,Russia
17.55,-99.5,Mexico
26.4837,87.2833,Nepal
27.6204,81.6699,India
44.3838,-79.7,Canada
-12.5396,27.85,Zambia
26.1505,75.79,India
-7.7496,113.15,Indonesia
29.4904,75.03,India
46.4,125.32,China
35.2494,-81.1855,United States
17.6483,95.4679,Burma
37.7559,128.8962,"Korea, South"
39.9704,-0.05,Spain
11.5204,7.32,Nigeria
33.2604,-8.51,Morocco
38.115,15.6414,Italy
32.9344,12.0791,Libya
41.4409,-82.184,United States
43.5397,-96.7322,United States
-22.41,-47.56,Brazil
24.25,89.92,Bangladesh
6.1904,-1.66,Ghana
26.1412,-80.1464,United States
46.0804,125.98,China
36.7501,66.8997,Afghanistan
-19.5696,-65.75,Bolivia
11.567,108.9833,Vietnam
35.3166,51.6466,Iran
-28.25,-52.42,Brazil
36.8303,-2.43,Spain
37.1051,-76.5185,United States
18.1204,83.5,India
20.14,92.88,Burma
-26.88,26.62,South Africa
13.159,100.9287,Thailand
37.6,61.8333,Turkmenistan
31.1249,33.8006,Egypt
-5.83,13.05,Congo (Kinshasa)
-0.31,-78.46,Ecuador
31.305,-110.945,Mexico
35.9902,-79.9938,United States
19.8204,-97.36,Mexico
9.46,-5.64,Côte D’Ivoire
37.2329,67.2729,Uzbekistan
35.9304,39.02,Syria
36.9788,-122.0346,United States
33.3704,6.86,Algeria
34.1247,-117.5664,United States
45.67,12.24,Italy
33.1553,-96.8218,United States
41.4016,-73.471,United States
12.9204,79.15,India
11.01,29.7,Sudan
33.7341,-116.9969,United States
47.9653,21.7187,Hungary
9.5004,76.37,India
34.32,48.85,Iran
17.7819,95.7415,Burma
46.965,142.74,Russia
31.97,5.34,Algeria
33.2247,-117.3083,United States
50.45,-104.617,Canada
-7.3095,110.4901,Indonesia
60.4539,22.255,Finland
34.0393,-117.6064,United States
45.6352,-122.597,United States
35.0218,50.3314,Iran
44.65,10.92,Italy
18.2004,-73.75,Haiti
-18.133,178.4417,Fiji
23.8997,106.6133,China
0.0604,32.46,Uganda
24.9167,121.15,Taiwan
22.7554,121.14,Taiwan
29.47,55.73,Iran
9.32,42.15,Ethiopia
31.3099,45.2803,Iraq
40.57,140.47,Japan
42.6504,141.55,Japan
-41.47,-72.93,Chile
-33.95,22.45,South Africa
7.97,-11.74,Sierra Leone
33.7787,-117.9601,United States
10.4704,-68.17,Venezuela
33.563,35.3688,Lebanon
42.9304,143.17,Japan
43.5843,-116.5626,United States
9.0804,6.01,Nigeria
38.1133,-122.2359,United States
31.1,77.1666,India
58.97,5.68,Norway
0.9304,-79.67,Ecuador
1.87,9.77,Equatorial Guinea
48.4004,10,Germany
20.9604,107.1,Vietnam
28.4504,119.9,China
-1.67,-78.65,Ecuador
-8.195,114.3696,Indonesia
37.77,30.53,Turkey
34.5004,109.5001,China
24.9575,121.2989,Taiwan
-22.26,-42.54,Brazil
38.416,-121.384,United States
35.4104,8.12,Algeria
44.02,20.92,Serbia
44.8563,24.8758,Romania
45.33,14.45,Croatia
34.68,3.25,Algeria
26.0128,-80.3387,United States
50.065,72.965,Kazakhstan
-3.37,29.14,Congo (Kinshasa)
42.3504,-3.68,Spain
36.67,137,Japan
-21.21,-50.45,Brazil
32.9004,115.82,China
43.8897,20.3301,Serbia
47.3304,5.03,France
2.0383,103.3179,Malaysia
43.8304,4.35,France
32.5005,20.83,Libya
-22.56,-44.17,Brazil
-2.533,140.7,Indonesia
9.15,18.39,Chad
22.3304,87.15,India
46.17,21.32,Romania
28.92,50.83,Iran
13.72,-89.73,El Salvador
53.1368,26.0134,Belarus
17.71,33.98,Sudan
49.8004,9.95,Germany
13.7804,77.49,India
42.3372,-122.8537,United States
33.7844,-112.2989,United States
7.76,-8.83,Guinea
34.2004,74.35,India
24.9004,89.95,Bangladesh
41.455,69.56,Uzbekistan
33.862,-117.5644,United States
59.42,56.76,Russia
47.51,42.1599,Russia
11.0643,124.6075,Philippines
54.9954,60.0949,Russia
53.13,8.22,Germany
53.7037,91.445,Russia
35.8493,-86.4098,United States
30.4667,31.1833,Egypt
47.42,40.08,Russia
19.4504,-72.6832,Haiti
48.0809,-122.1558,United States
25.8804,80.8,India
27.4833,94.9,India
-13.175,-74.22,Peru
64.15,-21.95,Iceland
-5.35,-49.116,Brazil
10.12,-66.78,Venezuela
10.2805,-61.4594,Trinidad And Tobago
44.8104,10.32,Italy
-25.65,27.24,South Africa
35.7814,-78.8167,United States
69.34,88.225,Russia
-7.84,-35.26,Brazil
4.0904,-76.21,Colombia
-17.86,25.86,Zambia
18.3338,105.9,Vietnam
-3.9553,122.5973,Indonesia
-28.7468,24.77,South Africa
41.1215,20.0838,Albania
23.9167,120.6833,Taiwan
38.2992,-77.4872,United States
-6.11,106.1496,Indonesia
29.1803,-82.1495,United States
-27.8096,-50.31,Brazil
12.4356,-86.8794,Nicaragua
27.63,80.75,India
44.22,17.92,Bosnia And Herzegovina
49.0204,12.12,Germany
-4.8796,29.61,Tanzania
49.7404,13.36,Czechia
16.8283,100.2729,Thailand
21.4618,95.3914,Burma
16.0479,120.3408,Philippines
38.23,21.73,Greece
48.7704,11.45,Germany
19.2166,-70.5166,Dominican Republic
43.3505,17.82,Bosnia And Herzegovina
20.8504,72.92,India
13.45,22.44,Sudan
34.8846,35.8866,Syria
22.7807,100.9782,China
-29.41,-66.85,Argentina
40.3604,18.15,Italy
36.7704,45.72,Iran
40.9704,-5.67,Spain
-22.23,-54.81,Brazil
31.4175,46.1772,Iraq
33.0104,-7.62,Morocco
28.03,79.09,India
5.5504,-73.37,Colombia
-29.9529,-71.3436,Chile
51.52,81.21,Russia
-32.87,27.39,South Africa
-38.1675,144.3956,Australia
25.7915,55.9428,United Arab Emirates
-4.8896,-80.68,Peru
9.5369,31.656,South Sudan
42.9848,-71.4447,United States
2.19,22.46,Congo (Kinshasa)
37.6328,-122.0772,United States
30.9204,113.9,China
-27.1,-52.64,Brazil
43.2281,-86.2562,United States
20.782,97.038,Burma
17.9587,-102.2,Mexico
38.8185,-77.0861,United States
37.2518,55.1715,Iran
53.3703,55.93,Russia
-39.795,-73.245,Chile
7.853,123.507,Philippines
42.8374,132.8874,Russia
67.7504,77.52,Russia
39.7712,-89.6539,United States
40.3991,-86.8594,United States
-21.5167,-64.75,Bolivia
33.5104,11.1,Tunisia
-34.97,-54.95,Uruguay
53.9704,-1.08,United Kingdom
11.7204,79.77,India
-9.48,-35.84,Brazil
34.194,43.875,Iraq
44.61,40.12,Russia
13.84,20.83,Chad
-12.14,-45,Brazil
55.4004,10.3833,Denmark
-9.92,-76.24,Peru
31.52,75.98,India
39.0003,-1.87,Spain
46.8378,35.3775,Ukraine
-3.69,-40.35,Brazil
29.8554,-93.9264,United States
46.5,-80.9666,Canada
9.1501,99.3401,Thailand
34.5944,-118.1057,United States
27.23,33.83,Egypt
2.76,27.62,Congo (Kinshasa)
9.7543,118.7444,Philippines
35.1814,58.4515,Iran
43.8,132.02,Russia
41.5704,45.05,Georgia
46.8531,29.64,Moldova
38.7504,30.55,Turkey
41.4304,31.78,Turkey
35.467,133.0666,Japan
40.1144,-88.2735,United States
8.55,16.09,Chad
25.7,100.18,China
6.0904,-0.26,Ghana
39.9219,69.0015,Tajikistan
43.5511,10.3023,Italy
34.2901,-83.8301,United States
12.61,37.46,Ethiopia
18.6537,-91.8245,Mexico
3.75,8.7833,Equatorial Guinea
38.2833,109.7333,China
42.0685,19.5188,Albania
42.35,140.98,Japan
45.7971,24.1371,Romania
41.6,41.63,Georgia
54.226,28.4922,Belarus
35.8428,129.2117,"Korea, South"
47.2804,11.41,Austria
41.4605,15.56,Italy
41.0004,37.8699,Turkey
12.8337,79.7167,India
39.4335,-77.4157,United States
39.6978,-105.1168,United States
38.507,125.762,"Korea, North"
48.239,126.482,China
13.1,103.2,Cambodia
31.6204,114,China
-25.7596,29.47,South Africa
-15.67,46.345,Madagascar
-29.9,-71.25,Chile
18.5,-88.3,Mexico
-6.7396,23.96,Congo (Kinshasa)
14.0171,100.5333,Thailand
-16.8878,145.7633,Australia
56.3604,41.33,Russia
33.2349,-87.5267,United States
-40.57,-73.16,Chile
35.5004,134.2333,Japan
18.416,-70.109,Dominican Republic
34.6754,33.0333,Cyprus
-5.9229,12.355,Congo (Kinshasa)
-33.13,-64.35,Argentina
31.98,49.2999,Iran
37.3835,-122.0257,United States
30.203,-93.215,United States
26.0293,-80.1678,United States
-12.55,28.26,Zambia
29.6584,-95.1499,United States
-13.4196,-76.14,Peru
26.7504,82.17,India
34.0585,-117.7625,United States
39.1234,-94.7443,United States
38.5004,115,China
-16.4695,-54.64,Brazil
33.6304,46.43,Iran
38.6804,29.42,Turkey
37.075,41.2184,Turkey
19.3,-70.25,Dominican Republic
14.1951,43.3155,Yemen
24.7904,92.79,India
23.3724,104.2497,China
53.12,49.9199,Russia
16.2618,97.7215,Burma
45.83,1.25,France
31.1333,104.4,China
28.3004,30.71,Egypt
-13.1333,28.4,Zambia
33.1347,-117.0722,United States
14.2504,32.98,Sudan
49.0504,-122.3,Canada
9.05,-69.75,Venezuela
3.1664,113.036,Malaysia
56.4704,-3,United Kingdom
32.704,35.2955,Israel
37.4204,46.22,Iran
47.7591,27.9053,Moldova
24.362,56.7344,Oman
-12.5783,13.4072,Angola
-25.38,-51.48,Brazil
48.63,22.25,Ukraine
42.1014,-75.9093,United States
1.0305,34.9899,Kenya
-36.6,-72.106,Chile
41.56,60.64,Uzbekistan
-27.76,30.79,South Africa
6.864,101.25,Thailand
24.57,120.82,Taiwan
24.75,121.75,Taiwan
0.7104,34.17,Uganda
35.7,4.545,Algeria
15.6804,38.45,Eritrea
10.467,105.636,Vietnam
41.3911,60.3557,Uzbekistan
10.19,-70.08,Venezuela
32.598,-83.6528,United States
41.6697,-70.9428,United States
46.5582,24.5578,Romania
43.1104,12.39,Italy
23.38,103.1501,China
39.0346,-95.6956,United States
30.0849,-94.1451,United States
40.9147,-74.1624,United States
41.5193,-88.1501,United States
40.7894,43.8475,Armenia
-2.2096,113.91,Indonesia
39.82,98.3,China
-37.7783,175.2896,New Zealand
28.7674,-81.8981,United States
6.5505,101.2851,Thailand
41.6913,-85.9628,United States
14.6604,-16.24,Senegal
21.846,106.757,Vietnam
36.822,5.766,Algeria
7.5634,99.608,Thailand
31.8831,-102.3407,United States
25.9918,63.0718,Pakistan
36.2704,2.77,Algeria
55.08,38.785,Russia
41.7483,-88.1657,United States
38.2594,-122.0319,United States
20.38,-100,Mexico
43.6905,51.1417,Kazakhstan
14.85,-90.0167,Guatemala
63.4167,10.4167,Norway
7.4004,-7.55,Côte D’Ivoire
2.1404,27.99,Congo (Kinshasa)
2.78,32.28,Uganda
43.52,5.45,France
12.2004,-69.02,Curaçao
32.1704,13.02,Libya
30.32,76.82,India
11.902,109.2207,Vietnam
33.8346,-118.3417,United States
0.3604,-78.13,Ecuador
23.0415,-81.5775,Cuba
42.7,2.9,France
-21.78,-46.57,Brazil
-5.02,32.8,Tanzania
32.625,36.105,Syria
51.2204,3.23,Belgium
-8.29,-35.03,Brazil
14.098,98.195,Burma
33.13,107.03,China
15.7631,-86.797,Honduras
23.3803,88.53,India
42.466,19.2663,Montenegro
14.3588,100.5684,Thailand
37.1118,58.5015,Iran
16.2415,-61.533,Guadeloupe
43.4733,-1.5616,France
-37.46,-72.36,Chile
30.1997,-85.6003,United States
-31.3896,-58.03,Argentina
-1.5095,37.26,Kenya
48.3904,-4.495,France
13.1337,78.1334,India
35.6804,10.1,Tunisia
48.0004,0.1,France
36.376,42.4497,Iraq
47.5953,-122.1551,United States
4.6404,9.44,Cameroon
38.4957,102.1739,China
44.5505,18.68,Bosnia And Herzegovina
47.1947,18.4081,Hungary
32.0249,-102.1137,United States
37.2504,-6.9299,Spain
42.9666,-82.4,Canada
-1.6788,29.2218,Congo (Kinshasa)
37.3058,-120.4778,United States
36.8,4.0333,Algeria
31.109,30.936,Egypt
32.7622,-96.5889,United States
30.77,20.22,Libya
43.1887,140.9783,Japan
52.0703,1.17,United Kingdom
42.4704,-2.43,Spain
42.4231,25.6227,Bulgaria
31.6111,-2.23,Algeria
7.8804,-11.19,Sierra Leone
49.9004,2.3,France
-22.45,-68.92,Chile
-22.38,-41.79,Brazil
5.1104,-1.25,Ghana
29.5799,-90.7058,United States
13.9833,108,Vietnam
44.08,43.09,Russia
38.3484,-81.6323,United States
-7.15,-78.53,Peru
34.1598,-118.139,United States
55.4,43.8,Russia
15.6101,39.45,Eritrea
41.3178,19.4482,Albania
24.5804,88.35,Bangladesh
38.2701,-104.6131,United States
34.8404,0.14,Algeria
21.84,-78.7619,Cuba
47.8666,88.1166,China
33.2504,115.35,China
39.6813,125.2163,"Korea, North"
51.988,5.923,Netherlands
7.8765,98.3815,Thailand
44.4304,125.1701,China
35.3,-2.95,Spain
32.3184,-95.3065,United States
-25.5279,-48.5345,Brazil
33.5633,68.4178,Afghanistan
-45.87,-67.5,Argentina
32.0392,35.7272,Jordan
11.32,-12.3,Guinea
33.8038,-117.8219,United States
54.9004,52.3199,Russia
33.8841,-117.9279,United States
25.9773,-80.3358,United States
5.1914,97.1415,Indonesia
55.82,38.98,Russia
34.9333,-120.4432,United States
33.9508,-83.3689,United States
52.5804,-0.25,United Kingdom
38.8804,-6.97,Spain
40.1427,94.662,China
36.059,4.63,Algeria
38.9478,-92.3258,United States
37.2904,9.855,Tunisia
45.4,-71.9,Canada
28.7076,-100.5317,Mexico
51.5204,9.92,Germany
10.9805,79.4,India
25.3596,97.3928,Burma
12.6304,-87.13,Nicaragua
-19.25,146.77,Australia
32.5991,-114.5488,United States
12.2604,79.1,India
48,122.72,China
-2.91,-41.77,Brazil
24.0004,89.25,Bangladesh
-31.58,28.79,South Africa
53.5504,8.58,Germany
10.5337,106.4167,Vietnam
38.8838,-94.8196,United States
-1.2896,-47.93,Brazil
-10.69,-76.27,Peru
35.325,25.1305,Greece
39.9205,-104.9443,United States
26.1917,-97.6977,United States
65,25.47,Finland
39.0878,-108.5673,United States
39.2333,106.769,China
47.6595,23.5791,Romania
42.58,-5.57,Spain
40.6889,-112.0115,United States
47.7004,17.63,Hungary
32.9886,-96.9,United States
54.9304,37.43,Russia
-13.85,-40.08,Brazil
21.0404,107.32,Vietnam
2.2604,32.89,Uganda
38.7691,-121.3178,United States
18.8165,95.2114,Burma
54.5153,30.4215,Belarus
17.9666,-77.2333,Jamaica
42.4934,-83.027,United States
36.2904,7.95,Algeria
40.4757,-88.9705,United States
37.1445,42.6872,Iraq
4.75,-75.91,Colombia
37.0551,-76.3629,United States
-4.833,-43.35,Brazil
44.4204,12.22,Italy
51.6833,5.3167,Netherlands
44.6201,41.95,Russia
33.6802,-112.4525,United States
32.3265,-106.7893,United States
33.1,6.06,Algeria
40.415,-104.7696,United States
56.91,59.955,Russia
32.8082,110.8136,China
55.9386,23.325,Lithuania
27.0004,84.8666,Nepal
46.5923,-120.5496,United States
11.5403,-72.91,Colombia
-1.4896,33.8,Tanzania
59.8601,17.64,Sweden
7.06,38.477,Ethiopia
26.2701,-80.2592,United States
-15.19,12.16,Angola
43.91,42.72,Russia
42.5809,-83.0305,United States
16.2,-89.44,Guatemala
-8.0696,112.15,Indonesia
34.7864,-82.2996,United States
54.2504,49.56,Russia
-22.92,-45.47,Brazil
36.4229,54.9629,Iran
-17.5334,-149.5667,French Polynesia
47.585,-52.681,Canada
42.7274,-87.8135,United States
50.685,17.9313,Poland
9.934,106.334,Vietnam
55.5704,42.04,Russia
11.0104,-74.25,Colombia
-6.733,146.99,Papua New Guinea
28.64,79.81,India
44.8504,11.6099,Italy
54.09,38.22,Russia
45.1565,26.8065,Romania
41.1036,-73.5583,United States
52.1279,26.0941,Belarus
45.3503,126.28,China
30.1204,74.29,India
20.2543,105.975,Vietnam
47.5666,34.4062,Ukraine
1.6104,-75.62,Colombia
4.31,-74.81,Colombia
40.6657,-74.1912,United States
-26.48,-49.1,Brazil
13.55,33.6,Sudan
11.969,-86.095,Nicaragua
3.12,43.65,Somalia
40.306,36.563,Turkey
39.7526,39.4928,Turkey
36.5659,128.725,"Korea, South"
-16.17,33.58,Mozambique
-27.36,-70.34,Chile
7.717,81.7,Sri Lanka
32.321,50.854,Iran
53.3,69.42,Kazakhstan
35.9297,36.6317,Syria
-25.04,33.64,Mozambique
-8.73,25.01,Congo (Kinshasa)
39.6304,22.42,Greece
-11.7042,43.2402,Comoros
50.0804,45.4,Russia
41.2,32.6,Turkey
52.2004,0.1166,United Kingdom
47.3887,-122.2128,United States
47.23,6.03,France
35.5957,-77.3764,United States
30,40.1333,Saudi Arabia
7.68,36.83,Ethiopia
26.3304,31.88,Egypt
20.3438,-77.1166,Cuba
31.21,16.59,Libya
36.4833,40.75,Syria
32.7648,22.6391,Libya
51.73,75.3199,Kazakhstan
5.839,-5.36,Côte D’Ivoire
34.2663,-118.749,United States
-33.33,-60.24,Argentina
-22.95,-46.55,Brazil
-33.64,19.4399,South Africa
-9.2496,33.64,Tanzania
11.667,92.736,India
54.19,19.4027,Poland
55.74,24.37,Lithuania
7.7,27.99,South Sudan
36.0762,-79.4687,United States
26.4837,89.5667,India
8.4904,8.52,Nigeria
37.3646,-121.9679,United States
21.9301,-79.4425,Cuba
21.332,95.0866,Burma
27.6,78.05,India
56.0835,54.2631,Russia
34.4204,8.78,Tunisia
36.3406,-82.3804,United States
5.72,-72.94,Colombia
41.6704,26.57,Turkey
-10.68,35.65,Tanzania
11.323,106.147,Vietnam
-3.99,-79.21,Ecuador
31.18,115.03,China
10.67,-63.23,Venezuela
41.1204,1.25,Spain
-23.59,-48.04,Brazil
25.0333,98.4666,China
40.0249,-105.2523,United States
48.7543,-122.4687,United States
18.4667,-77.9167,Jamaica
20.1445,94.9196,Burma
-2.08,106.15,Indonesia
-9.54,16.34,Angola
12.8705,11.04,Nigeria
53.2504,5.7834,Netherlands
-14.91,13.49,Angola
35.3494,-94.3695,United States
-0.8554,131.285,Indonesia
6.2204,10.68,Cameroon
32.49,3.67,Algeria
49.9,-119.4833,Canada
37.4003,-79.1908,United States
29.8014,52.8215,Iran
42.5863,-87.8759,United States
35.5548,53.3743,Iran
13.674,-89.29,El Salvador
49.2304,17.65,Czechia
28.9718,53.6715,Iran
48.9204,38.4274,Ukraine
49.3444,23.4994,Ukraine
10.3504,106.35,Vietnam
36.2004,117.66,China
-12.14,-38.43,Brazil
52.9527,63.13,Kazakhstan
42.4614,-83.6526,United States
18.616,-68.708,Dominican Republic
30.5252,-97.6659,United States
-26.6996,27.1,South Africa
37.0704,15.29,Italy
36.466,7.428,Algeria
-29.7696,-57.09,Brazil
-6.3356,108.319,Indonesia
6.1504,-5.88,Côte D’Ivoire
-16.4296,-39.08,Brazil
43.7163,127.346,China
13.44,-6.26,Mali
-6.7415,111.0347,Indonesia
7.9,-67.4699,Venezuela
-25.6296,27.78,South Africa
13.4692,144.7332,Guam
50.853,5.677,Netherlands
37.8723,-122.276,United States
40.9909,27.51,Turkey
57.0337,9.9166,Denmark
-21.22,-43.77,Brazil
-37.6964,176.1536,New Zealand
47.1364,129.2859,China
40.8504,69.595,Uzbekistan
43.9443,116.0443,China
45.7889,-108.5503,United States
40.73,8.57,Italy
37.1815,33.215,Turkey
40.5698,-122.365,United States
39.1357,-121.6381,United States
36.5266,37.9563,Syria
46.7757,-92.1392,United States
35.2004,-6.16,Morocco
38.3704,117.33,China
29.5585,-95.3215,United States
19.7902,-70.6902,Dominican Republic
-23.866,35.3886,Mozambique
46.35,-72.5499,Canada
42.5209,-71.7717,United States
43.4199,-83.9501,United States
-22.2896,-48.57,Brazil
42.0092,20.9701,Macedonia
41.6559,-91.5304,United States
46.07,13.24,Italy
39.8321,-105.151,United States
43.4238,24.6134,Bulgaria
51.9504,15.5,Poland
8.35,80.3833,Sri Lanka
32.0115,51.8597,Iran
27.6804,109.13,China
46.7568,36.7868,Ukraine
-3.31,17.38,Congo (Kinshasa)
11.5204,13.69,Nigeria
36.6224,-121.8191,United States
42.33,-7.87,Spain
36.522,-82.5453,United States
38.53,-8.9,Portugal
13.818,100.064,Thailand
8.9905,1.15,Togo
16.9959,7.9828,Niger
8.9004,11.36,Nigeria
-45.8854,170.491,New Zealand
56.27,90.5,Russia
9.44,-64.46,Venezuela
-53.165,-70.94,Chile
-33.07,-68.49,Argentina
39.0871,-94.3503,United States
4.6736,97.9664,Indonesia
60.7039,28.7549,Russia
8.9304,-67.44,Venezuela
19.9119,99.8265,Thailand
4.9604,9.94,Cameroon
10.06,-12.87,Guinea
16.2666,-0.05,Mali
-0.72,8.78,Gabon
32.9717,-96.7092,United States
44.0151,-92.4778,United States
41.2563,125.346,China
45.3304,122.78,China
-15.8329,-70.0333,Peru
37.7704,-3.8,Spain
51.0541,31.8903,Ukraine
49.2804,120.73,China
10.94,-14.3,Guinea
37.0047,-121.5843,United States
44.2904,42.06,Russia
34.074,-118.0291,United States
27.0819,-109.4546,Mexico
34.9413,-81.025,United States
14.9,5.2599,Niger
52.58,38.5,Russia
37.3704,118.02,China
6.9,79.95,Sri Lanka
-23.858,35.3398,Mozambique
27.9786,-82.7622,United States
32.5184,-92.0774,United States
39.1603,-75.5203,United States
33.1246,-117.2837,United States
-23.3568,43.69,Madagascar
28.98,-10.07,Morocco
-22.22,-45.94,Brazil
37.9212,69.7757,Tajikistan
36.4603,10.73,Tunisia
17.6131,121.7269,Philippines
35.2335,-97.3471,United States
21.98,-99.02,Mexico
32.4543,-99.7384,United States
39.1637,-86.5256,United States
28.2,-105.5,Mexico
47.7484,26.6597,Romania
48.6843,26.5809,Ukraine
29.4128,-94.9658,United States
8.5304,37.97,Ethiopia
7.2004,38.59,Ethiopia
33.4928,-117.1314,United States
43.0961,-75.226,United States
10.3204,76.97,India
-12.38,16.94,Angola
46.5405,15.65,Slovenia
45.5339,-94.1719,United States
44.2337,-76.4833,Canada
37.944,41.933,Turkey
10.39,-9.31,Guinea
27.4409,109.678,China
37.0769,-113.577,United States
40.6024,-112.0008,United States
46.9,19.7,Hungary
33.81,2.88,Algeria
-22.8796,-48.45,Brazil
33.6667,-117.9135,United States
58.1998,68.2648,Russia
25.9433,-80.2425,United States
-34.98,-71.24,Chile
59.9135,11.3472,Norway
42.3758,-71.1184,United States
-29.71,-52.44,Brazil
14.9167,-23.5167,Cabo Verde
-11.7596,27.25,Congo (Kinshasa)
43.8504,143.9,Japan
50.7004,-3.53,United Kingdom
33.9379,-118.1312,United States
47.7039,-116.7933,United States
4.1667,73.4999,Maldives
42.8299,75.2846,Kyrgyzstan
39.8837,-105.0627,United States
61.0777,72.7027,Russia
27.3004,117.5,China
-7.4696,112.43,Indonesia
47.792,22.885,Romania
42.0385,-88.3229,United States
21.0204,-101.28,Mexico
32.7873,-115.5579,United States
52.046,29.2722,Belarus
18.37,-99.54,Mexico
42.492,-92.3522,United States
4.83,31.58,South Sudan
15.7,100.07,Thailand
-7.7696,35.69,Tanzania
52.524,6.097,Netherlands
7.28,80.67,Sri Lanka
-20.67,-43.79,Brazil
55.88,26.51,Latvia
41.7277,82.9364,China
-7.4696,110.18,Indonesia
-36.62,-64.3,Argentina
42.6389,-71.3217,United States
2.767,45.5166,Somalia
45.5023,-122.4414,United States
36.1267,-5.4665,Spain
6.867,7.3834,Nigeria
12.8804,10.45,Nigeria
32.9086,-80.0705,United States
39.5124,54.3649,Turkmenistan
19.0496,-104.3231,Mexico
-12.983,40.5323,Mozambique
39.37,22.95,Greece
33.9566,-118.3444,United States
63.1665,75.6165,Russia
